,Major Class,Month of Travel Date,From,To,Sum of Net Tickets,Sum of Total $
478,Business Class,Nov,Charlottetown,Montreal,1,761.58
479,Business Class,Nov,Charlottetown,Toronto,7,9903.11
480,Business Class,Nov,Deer Lake,Montreal,1,674.18
481,Business Class,Nov,Edmonton,Ottawa,1,4938.4000000000015
482,Business Class,Nov,Edmonton,Whitehorse,1,584.98
483,Business Class,Nov,Edmonton,Winnipeg,2,1018.76
484,Business Class,Nov,Fredericton,Saskatoon,1,847.61
485,Business Class,Nov,Halifax,Montreal,3,1181.24
486,Business Class,Nov,Halifax,St John's,1,737.21
487,Business Class,Nov,Halifax,Toronto,2,1881.59
488,Business Class,Nov,Kamloops,Edmonton,1,831.86
489,Business Class,Nov,Kamloops,Regina,1,640.76
490,Business Class,Nov,Kelowna,Whitehorse,2,1309.82
491,Business Class,Nov,London,Sydney,1,989.53
492,Business Class,Nov,Montreal,Charlottetown,1,948.83
493,Business Class,Nov,Montreal,Halifax,1,442.8
494,Business Class,Nov,Montreal,Vancouver,3,8489.92
495,Business Class,Nov,Ottawa,Calgary,5,14066.940000000002
496,Business Class,Nov,Ottawa,Charlottetown,6,8579.94
497,Business Class,Nov,Ottawa,Edmonton,2,1230.21
498,Business Class,Nov,Ottawa,Halifax,2,1240.08
499,Business Class,Nov,Ottawa,Regina,3,4983.06
500,Business Class,Nov,Ottawa,St John's,6,8684.65
501,Business Class,Nov,Ottawa,Vancouver,13,57287.09999999999
502,Business Class,Nov,Ottawa,Victoria,3,11685.49
503,Business Class,Nov,Ottawa,Winnipeg,1,1056.69
504,Business Class,Nov,Quebec,St John's,1,1703.77
505,Business Class,Nov,Quebec,Victoria,1,2368.55
506,Business Class,Nov,Regina,Bagotville,1,900.3
507,Business Class,Nov,Regina,Montreal,1,1388.55
508,Business Class,Nov,Regina,Ottawa,1,2114.29
509,Business Class,Nov,St John's,Saint John,2,1244.13
510,Business Class,Nov,Sydney,Montreal,1,2322.39
511,Business Class,Nov,Toronto,Charlottetown,1,865.13
512,Business Class,Nov,Toronto,Edmonton,2,5355.31
513,Business Class,Nov,Toronto,Montreal,2,1554.14
514,Business Class,Nov,Toronto,Quebec,1,492.68
515,Business Class,Nov,Vancouver,Edmonton,1,872.73
516,Business Class,Nov,Vancouver,Montreal,2,5089.6100000000015
517,Business Class,Nov,Vancouver,Ottawa,5,8293.54
518,Business Class,Nov,Vancouver,Quebec,1,2574.54
519,Business Class,Nov,Vancouver,Saskatoon,1,1315.32
520,Business Class,Nov,Vancouver,Toronto,1,429.58
521,Business Class,Nov,Victoria,Edmonton,1,902.21
522,Business Class,Nov,Victoria,Ottawa,7,31632.320000000003
523,Business Class,Nov,Whitehorse,Edmonton,2,562.01
524,Business Class,Nov,Whitehorse,Vancouver,2,2131.9
525,Business Class,Nov,Winnipeg,Ottawa,1,1159.23
526,Business Class,Nov,Winnipeg,Quebec,1,1635.88
527,Business Class,Nov,Winnipeg,Toronto,2,776.19
528,Business Class,Nov,Winnipeg,Vancouver,1,944.21
529,Business Class,Nov,Yellowknife,Ottawa,1,1513.18
530,Business Class,Dec,Calgary,Halifax,1,3569.87
531,Business Class,Dec,Charlottetown,Regina,1,960.31
532,Business Class,Dec,Halifax,Ottawa,1,975.18
533,Business Class,Dec,Halifax,Regina,2,1914.33
534,Business Class,Dec,Halifax,Victoria,1,4279.09
535,Business Class,Dec,Kingston,St John's,1,1585.35
536,Business Class,Dec,London,Sydney,1,884.4
537,Business Class,Dec,Moncton,Regina,3,836.19
538,Business Class,Dec,Moncton,Winnipeg,1,788.96
539,Business Class,Dec,Montreal,Regina,1,829.03
540,Business Class,Dec,Ottawa,Charlottetown,1,1196.22
541,Business Class,Dec,Ottawa,Edmonton,1,3567.55
542,Business Class,Dec,Ottawa,Halifax,3,2537.26
543,Business Class,Dec,Ottawa,Regina,5,8761.71
544,Business Class,Dec,Ottawa,St John's,4,3969.46
545,Business Class,Dec,Ottawa,Toronto,1,1674.83
546,Business Class,Dec,Ottawa,Vancouver,9,31168.12
547,Business Class,Dec,Ottawa,Victoria,1,5856.92
548,Business Class,Dec,Ottawa,Whitehorse,1,2463.68
549,Business Class,Dec,Ottawa,Winnipeg,3,3426.65
550,Business Class,Dec,Regina,Montreal,2,1947.6
551,Business Class,Dec,Sept Iles,Vancouver,1,2498.55
552,Business Class,Dec,St John's,Fredericton,1,1058.38
553,Business Class,Dec,Vancouver,Edmonton,2,1252.96
554,Business Class,Dec,Vancouver,Fredericton,1,1941.18
555,Business Class,Dec,Vancouver,Ottawa,4,8830.560000000001
556,Business Class,Dec,Vancouver,Winnipeg,1,526.18
557,Business Class,Dec,Victoria,Ottawa,1,1210.41
558,Business Class,Dec,Victoria,Quebec,1,2979.77
559,Business Class,Dec,Whitehorse,Edmonton,1,518.83
560,Business Class,Dec,Winnipeg,Halifax,1,63.25
561,Business Class,Dec,Winnipeg,Moncton,1,1716.25
562,Business Class,Dec,Winnipeg,Quebec,1,2030.57
563,Business Class,Dec,Winnipeg,Toronto,2,2763.73
564,Business Class,Dec,Winnipeg,Vancouver,1,2149.7200000000007
565,Business Class,Dec,Winnipeg,Whitehorse,1,1278.11
566,Business Class,Dec,Yellowknife,Vancouver,2,1336.91
567,Business Class,Dec,Yellowknife,Winnipeg,1,581.83
568,Economy,Jan,Abbotsford,Brandon,1,420.41
569,Economy,Jan,Abbotsford,Calgary,7,4189.38
570,Economy,Jan,Abbotsford,Edmonton,5,2171.82
571,Economy,Jan,Abbotsford,Ft St John,1,130.33
572,Economy,Jan,Abbotsford,Halifax,2,1365.46
573,Economy,Jan,Abbotsford,Hamilton,3,1310.63
574,Economy,Jan,Abbotsford,Montreal,10,4994.46
575,Economy,Jan,Abbotsford,Ottawa,28,18586.14
576,Economy,Jan,Abbotsford,Regina,15,3779.64
577,Economy,Jan,Abbotsford,Saskatoon,3,538.65
578,Economy,Jan,Abbotsford,St John's,1,608.06
579,Economy,Jan,Abbotsford,Thunder Bay,1,243.31
580,Economy,Jan,Abbotsford,Toronto,10,5800.12
581,Economy,Jan,Abbotsford,Winnipeg,3,1160.08
582,Economy,Jan,Arctic Bay,Resolute Bay,2,1232.7
583,Economy,Jan,Arviat,Rankin Inlet,1,997.5
584,Economy,Jan,Attawapiskat,Timmins,2,1784.26
585,Economy,Jan,Bagotville,Calgary,1,1284.48
586,Economy,Jan,Bagotville,Charlottetown,1,2038.21
587,Economy,Jan,Bagotville,Comox,2,2518.57
588,Economy,Jan,Bagotville,Edmonton,9,7653.8899999999985
589,Economy,Jan,Bagotville,Fredericton,3,2795.68
590,Economy,Jan,Bagotville,Halifax,7,6738.88
591,Economy,Jan,Bagotville,Iqaluit,2,2585.06
592,Economy,Jan,Bagotville,Montreal,12,6535.940000000001
593,Economy,Jan,Bagotville,Ottawa,14,9567.08
594,Economy,Jan,Bagotville,Regina,1,1451.55
595,Economy,Jan,Bagotville,Rouyn Noranda,1,613.1
596,Economy,Jan,Bagotville,Toronto,12,9364.89
597,Economy,Jan,Bagotville,Victoria,7,2389.51
598,Economy,Jan,Bagotville,Winnipeg,22,23689.9
599,Economy,Jan,Baie Comeau,Montreal,3,2134.23
600,Economy,Jan,Bathurst,Montreal,2,738.72
601,Economy,Jan,Bathurst,Ottawa,4,3202.95
602,Economy,Jan,Bathurst,Vancouver,1,790.64
603,Economy,Jan,Bella Bella,Campbell River,3,369.82
604,Economy,Jan,Bella Bella,Klemtu,2,810.04
605,Economy,Jan,Bella Bella,Port Hardy,2,356.17
606,Economy,Jan,Bella Bella,Vancouver,3,924.43
607,Economy,Jan,Bella Bella,Victoria,1,274.28
608,Economy,Jan,Bella Coola,Vancouver,8,3048.390000000001
609,Economy,Jan,Big Trout Lake,Sioux Lookout,1,486.46
610,Economy,Jan,Big Trout Lake,Thunder Bay,1,1464.37
611,Economy,Jan,Blanc Sablon,Goose Bay,1,891.37
612,Economy,Jan,Blanc Sablon,Pakuashipi,3,839.32
613,Economy,Jan,Blanc Sablon,Quebec,5,6379.49
614,Economy,Jan,Blanc Sablon,St John's,2,1786.39
615,Economy,Jan,Brandon,Calgary,7,2919.4500000000007
616,Economy,Jan,Brandon,Edmonton,23,8186.24
617,Economy,Jan,Brandon,Toronto,4,1895.57
618,Economy,Jan,Brandon,Vancouver,3,1657.53
619,Economy,Jan,Brandon,Victoria,2,1016.11
620,Economy,Jan,Brandon,Yellowknife,4,2339.54
621,Economy,Jan,Calgary,Abbotsford,21,6237.6799999999985
622,Economy,Jan,Calgary,Brandon,8,2974.64
623,Economy,Jan,Calgary,Charlottetown,1,568.54
624,Economy,Jan,Calgary,Comox,1,202.46
625,Economy,Jan,Calgary,Cranbrook,10,2934.56
626,Economy,Jan,Calgary,Edmonton,38,10318.13
627,Economy,Jan,Calgary,Fort Nelson,1,1020.86
628,Economy,Jan,Calgary,Fredericton,5,2384.2700000000004
629,Economy,Jan,Calgary,Ft McMurray,11,3831.95
630,Economy,Jan,Calgary,Ft St John,4,1149.17
631,Economy,Jan,Calgary,Grande Prairie,10,3873.28
632,Economy,Jan,Calgary,Halifax,6,3072.02
633,Economy,Jan,Calgary,Hamilton,1,441.16
634,Economy,Jan,Calgary,High Level,3,3422.85
635,Economy,Jan,Calgary,Kamloops,4,1670.54
636,Economy,Jan,Calgary,Kelowna,2,434.68000000000006
637,Economy,Jan,Calgary,Kingston,3,3757.84
638,Economy,Jan,Calgary,Lethbridge,2,757.65
639,Economy,Jan,Calgary,Medicine Hat,5,2030.65
640,Economy,Jan,Calgary,Montreal,61,21758.18
641,Economy,Jan,Calgary,Nanaimo,3,1306.27
642,Economy,Jan,Calgary,Ottawa,184,88686.45
643,Economy,Jan,Calgary,Quebec,10,5256.3899999999985
644,Economy,Jan,Calgary,Regina,49,14931.64
645,Economy,Jan,Calgary,Saskatoon,17,5583.690000000001
646,Economy,Jan,Calgary,St John's,5,4295.289999999999
647,Economy,Jan,Calgary,Toronto,41,21801.22
648,Economy,Jan,Calgary,Vancouver,73,25495.33
649,Economy,Jan,Calgary,Victoria,28,8190.44
650,Economy,Jan,Calgary,Whitehorse,1,297.28
651,Economy,Jan,Calgary,Winnipeg,83,30731.16
652,Economy,Jan,Calgary,Yellowknife,27,8732.03
653,Economy,Jan,Cambridge Bay,Edmonton,5,3062.62
654,Economy,Jan,Cambridge Bay,Toronto,1,1839.34
655,Economy,Jan,Cambridge Bay,Vancouver,1,2617.4
656,Economy,Jan,Cambridge Bay,Yellowknife,4,2731.28
657,Economy,Jan,Campbell River,Bella Bella,1,443.71
658,Economy,Jan,Campbell River,Montreal,1,538.48
659,Economy,Jan,Campbell River,Prince George,1,678.1
660,Economy,Jan,Campbell River,Sandspit,1,1033.46
661,Economy,Jan,Campbell River,Toronto,1,991.26
662,Economy,Jan,Campbell River,Vancouver,4,1308.5
663,Economy,Jan,Campbell River,Winnipeg,1,818.84
664,Economy,Jan,Cape Dorset,Yellowknife,1,2451.87
665,Economy,Jan,Castlegar,Ft St John,1,690.11
666,Economy,Jan,Castlegar,Ottawa,3,2286.61
667,Economy,Jan,Castlegar,Vancouver,2,1153.51
668,Economy,Jan,Castlegar,Victoria,1,568.31
669,Economy,Jan,Cat Lake,Sioux Lookout,1,187.79
670,Economy,Jan,Charlottetown,Calgary,3,3795.19
671,Economy,Jan,Charlottetown,Cranbrook,1,1857.57
672,Economy,Jan,Charlottetown,Edmonton,2,1510.9
673,Economy,Jan,Charlottetown,Gander,1,344.14
674,Economy,Jan,Charlottetown,Halifax,6,1618.16
675,Economy,Jan,Charlottetown,London,1,501.23
676,Economy,Jan,Charlottetown,Montreal,19,12239.51
677,Economy,Jan,Charlottetown,Ottawa,71,42887.57
678,Economy,Jan,Charlottetown,Prince Rupert,1,951.85
679,Economy,Jan,Charlottetown,Regina,3,4716.690000000001
680,Economy,Jan,Charlottetown,Saskatoon,2,1003.32
681,Economy,Jan,Charlottetown,St John's,12,9024.1
682,Economy,Jan,Charlottetown,Timmins,1,1559.11
683,Economy,Jan,Charlottetown,Toronto,51,33438.73
684,Economy,Jan,Charlottetown,Vancouver,1,1224.5
685,Economy,Jan,Charlottetown,Victoria,9,10004.48
686,Economy,Jan,Charlottetown,Winnipeg,17,15278.020000000002
687,Economy,Jan,Charlottetown,Yellowknife,1,1038.81
688,Economy,Jan,Chesterfield Inlet,Rankin Inlet,1,268.8
689,Economy,Jan,Chevery,Sept Iles,1,1507.46
690,Economy,Jan,Churchill,Winnipeg,8,7120.31
691,Economy,Jan,Comox,Bella Bella,1,578.28
692,Economy,Jan,Comox,Calgary,8,820.26
693,Economy,Jan,Comox,Edmonton,14,5427.420000000001
694,Economy,Jan,Comox,Fort Nelson,1,1434.01
695,Economy,Jan,Comox,Fredericton,4,3395.8
696,Economy,Jan,Comox,Ft St John,1,363.44
697,Economy,Jan,Comox,Halifax,58,37321.20000000001
698,Economy,Jan,Comox,Inuvik,1,1282.62
699,Economy,Jan,Comox,Kelowna,2,530.34
700,Economy,Jan,Comox,Kingston,5,5565.22
701,Economy,Jan,Comox,Medicine Hat,1,801.89
702,Economy,Jan,Comox,Montreal,11,5074.11
703,Economy,Jan,Comox,Ottawa,19,11673.309999999998
704,Economy,Jan,Comox,Penticton,1,360.41
705,Economy,Jan,Comox,Quebec,1,1366.43
706,Economy,Jan,Comox,Regina,3,1209.08
707,Economy,Jan,Comox,Toronto,33,14348.2
708,Economy,Jan,Comox,Vancouver,15,1991.56
709,Economy,Jan,Comox,Williams Lake,1,826.61
710,Economy,Jan,Comox,Winnipeg,32,6474.9
711,Economy,Jan,Cranbrook,Calgary,1,265.78
712,Economy,Jan,Cranbrook,Kelowna,2,574.02
713,Economy,Jan,Cranbrook,Montreal,1,1720.83
714,Economy,Jan,Cranbrook,Ottawa,1,1188.1
715,Economy,Jan,Cranbrook,Prince George,1,861.98
716,Economy,Jan,Cranbrook,Regina,1,341.51
717,Economy,Jan,Cranbrook,Toronto,1,1125.9
718,Economy,Jan,Cranbrook,Vancouver,11,3843.79
719,Economy,Jan,Cranbrook,Victoria,2,1298.9499999999996
720,Economy,Jan,Dawson Creek,Vancouver,2,916.52
721,Economy,Jan,Deer Lake,Calgary,2,1479.62
722,Economy,Jan,Deer Lake,Fredericton,4,3362.29
723,Economy,Jan,Deer Lake,Goose Bay,4,2376.01
724,Economy,Jan,Deer Lake,Halifax,26,10604.339999999998
725,Economy,Jan,Deer Lake,Montreal,4,2403.0
726,Economy,Jan,Deer Lake,Ottawa,9,6393.3600000000015
727,Economy,Jan,Deer Lake,Saskatoon,2,570.18
728,Economy,Jan,Deer Lake,Sioux Lookout,3,463.94
729,Economy,Jan,Deer Lake,St John's,34,11419.49
730,Economy,Jan,Deer Lake,Thunder Bay,3,711.01
731,Economy,Jan,Deer Lake,Toronto,7,4463.22
732,Economy,Jan,Deer Lake,Vancouver,2,2008.9
733,Economy,Jan,Deline,Yellowknife,1,1699.56
734,Economy,Jan,Edmonton,Abbotsford,7,2192.55
735,Economy,Jan,Edmonton,Bagotville,14,15064.759999999998
736,Economy,Jan,Edmonton,Brandon,34,7430.43
737,Economy,Jan,Edmonton,Calgary,47,13093.969999999998
738,Economy,Jan,Edmonton,Cambridge Bay,4,3882.94
739,Economy,Jan,Edmonton,Charlottetown,2,1331.6
740,Economy,Jan,Edmonton,Comox,9,3976.200000000001
741,Economy,Jan,Edmonton,Fort Nelson,1,565.03
742,Economy,Jan,Edmonton,Fredericton,91,38692.87999999998
743,Economy,Jan,Edmonton,Ft McMurray,13,4745.04
744,Economy,Jan,Edmonton,Ft Smith,7,4132.200000000002
745,Economy,Jan,Edmonton,Grande Prairie,9,3193.8499999999995
746,Economy,Jan,Edmonton,Halifax,43,26716.63
747,Economy,Jan,Edmonton,Hamilton,1,554.75
748,Economy,Jan,Edmonton,Hay River,1,2715.16
749,Economy,Jan,Edmonton,High Level,7,4549.29
750,Economy,Jan,Edmonton,Inuvik,14,10208.63
751,Economy,Jan,Edmonton,Kamloops,3,741.73
752,Economy,Jan,Edmonton,Kelowna,1,381.79
753,Economy,Jan,Edmonton,Kingston,69,47529.31000000001
754,Economy,Jan,Edmonton,Kitchener,2,26.25
755,Economy,Jan,Edmonton,Lethbridge,4,1799.0600000000004
756,Economy,Jan,Edmonton,Medicine Hat,3,969.8
757,Economy,Jan,Edmonton,Moncton,7,3249.71
758,Economy,Jan,Edmonton,Montreal,120,44361.8
759,Economy,Jan,Edmonton,Nanaimo,3,952.87
760,Economy,Jan,Edmonton,Ottawa,314,171535.56000000006
761,Economy,Jan,Edmonton,Peace River,2,2089.88
762,Economy,Jan,Edmonton,Penticton,1,276.41
763,Economy,Jan,Edmonton,Quebec,94,44773.13000000001
764,Economy,Jan,Edmonton,Rankin Inlet,1,2407.65
765,Economy,Jan,Edmonton,Regina,48,15866.28
766,Economy,Jan,Edmonton,Saint John,2,1089.39
767,Economy,Jan,Edmonton,Saskatoon,38,11788.419999999998
768,Economy,Jan,Edmonton,St John's,2,1463.09
769,Economy,Jan,Edmonton,Terrace,2,258.38
770,Economy,Jan,Edmonton,Thunder Bay,1,555.75
771,Economy,Jan,Edmonton,Toronto,188,64295.57999999999
772,Economy,Jan,Edmonton,Vancouver,137,39936.26
773,Economy,Jan,Edmonton,Victoria,49,16313.41
774,Economy,Jan,Edmonton,Whitehorse,11,5777.530000000002
775,Economy,Jan,Edmonton,Winnipeg,181,38386.37999999998
776,Economy,Jan,Edmonton,Yellowknife,95,24712.92
777,Economy,Jan,Fond Du Lac,Prince Albert,1,233.52
778,Economy,Jan,Fort Hope,Thunder Bay,2,835.4
779,Economy,Jan,Fort Nelson,Edmonton,1,496.78
780,Economy,Jan,Fort Nelson,Nanaimo,1,1254.0
781,Economy,Jan,Fort Nelson,Vancouver,6,4969.01
782,Economy,Jan,Fort Nelson,Winnipeg,1,955.76
783,Economy,Jan,Fort Simpson,Regina,1,1582.09
784,Economy,Jan,Fort Simpson,Yellowknife,1,572.78
785,Economy,Jan,Fredericton,Calgary,3,800.8
786,Economy,Jan,Fredericton,Comox,1,655.79
787,Economy,Jan,Fredericton,Deer Lake,1,28.75
788,Economy,Jan,Fredericton,Edmonton,17,12137.75
789,Economy,Jan,Fredericton,Goose Bay,5,2994.5399999999995
790,Economy,Jan,Fredericton,Halifax,24,11030.65
791,Economy,Jan,Fredericton,Kelowna,2,628.15
792,Economy,Jan,Fredericton,Montreal,47,15355.64
793,Economy,Jan,Fredericton,Nanaimo,2,1251.47
794,Economy,Jan,Fredericton,Ottawa,131,41770.20000000001
795,Economy,Jan,Fredericton,Regina,7,1840.76
796,Economy,Jan,Fredericton,St John's,6,4185.88
797,Economy,Jan,Fredericton,Timmins,1,1043.16
798,Economy,Jan,Fredericton,Toronto,93,38066.19
799,Economy,Jan,Fredericton,Vancouver,4,3716.3
800,Economy,Jan,Fredericton,Victoria,2,1705.6
801,Economy,Jan,Fredericton,Windsor,2,709.98
802,Economy,Jan,Fredericton,Winnipeg,19,11031.340000000002
803,Economy,Jan,Fredericton,Yellowknife,4,4550.94
804,Economy,Jan,Ft McMurray,Brandon,1,509.88
805,Economy,Jan,Ft McMurray,Calgary,6,1326.81
806,Economy,Jan,Ft McMurray,Deer Lake,1,952.49
807,Economy,Jan,Ft McMurray,Edmonton,10,3070.49
808,Economy,Jan,Ft McMurray,Ottawa,1,583.15
809,Economy,Jan,Ft McMurray,Regina,3,1568.61
810,Economy,Jan,Ft McMurray,Toronto,1,357.13
811,Economy,Jan,Ft Smith,Edmonton,2,1455.3
812,Economy,Jan,Ft Smith,Yellowknife,8,4270.87
813,Economy,Jan,Ft St John,Abbotsford,1,413.7
814,Economy,Jan,Ft St John,Montreal,1,534.7
815,Economy,Jan,Ft St John,Vancouver,16,5720.99
816,Economy,Jan,Ft St John,Victoria,3,740.77
817,Economy,Jan,Gander,Comox,5,4172.48
818,Economy,Jan,Gander,Edmonton,2,5442.33
819,Economy,Jan,Gander,Fredericton,1,629.48
820,Economy,Jan,Gander,Goose Bay,11,4955.3600000000015
821,Economy,Jan,Gander,Halifax,13,5992.95
822,Economy,Jan,Gander,Inuvik,1,2530.76
823,Economy,Jan,Gander,Moncton,1,1038.69
824,Economy,Jan,Gander,Montreal,9,4327.16
825,Economy,Jan,Gander,Ottawa,9,5940.3499999999985
826,Economy,Jan,Gander,Postville,1,1104.13
827,Economy,Jan,Gander,St John's,6,1798.36
828,Economy,Jan,Gander,Thunder Bay,2,2227.68
829,Economy,Jan,Gander,Toronto,9,4814.92
830,Economy,Jan,Gander,Winnipeg,6,4846.46
831,Economy,Jan,GARDEN HILL,Winnipeg,1,682.89
832,Economy,Jan,Gaspe,Iles De Madeleine,1,767.44
833,Economy,Jan,Gaspe,Montreal,4,1444.4699999999998
834,Economy,Jan,Gaspe,Ottawa,1,886.75
835,Economy,Jan,Gaspe,Quebec,16,5947.280000000002
836,Economy,Jan,Gethsemanie,Sept Iles,1,1249.78
837,Economy,Jan,Gjoa Haven,Yellowknife,1,1551.74
838,Economy,Jan,Gods Narrows,Winnipeg,2,364.95
839,Economy,Jan,Gods River,Gods Narrows,1,184.95
840,Economy,Jan,Goose Bay,Blanc Sablon,1,774.24
841,Economy,Jan,Goose Bay,Comox,2,1743.83
842,Economy,Jan,Goose Bay,Cranbrook,1,2219.9
843,Economy,Jan,Goose Bay,Deer Lake,10,6204.87
844,Economy,Jan,Goose Bay,Edmonton,1,1650.17
845,Economy,Jan,Goose Bay,Gander,8,2114.94
846,Economy,Jan,Goose Bay,Halifax,30,16941.170000000002
847,Economy,Jan,Goose Bay,Hopedale,2,1508.79
848,Economy,Jan,Goose Bay,Makkovik,3,2180.39
849,Economy,Jan,Goose Bay,Montreal,8,5158.16
850,Economy,Jan,Goose Bay,Nain,6,968.3
851,Economy,Jan,Goose Bay,Natuashish,1,855.6
852,Economy,Jan,Goose Bay,Ottawa,14,10235.2
853,Economy,Jan,Goose Bay,Quebec,1,736.66
854,Economy,Jan,Goose Bay,St Anthony,1,774.24
855,Economy,Jan,Goose Bay,St John's,40,25213.11
856,Economy,Jan,Goose Bay,Toronto,11,7202.81
857,Economy,Jan,Goose Bay,Winnipeg,3,3123.58
858,Economy,Jan,Grande Prairie,Abbotsford,1,455.04
859,Economy,Jan,Grande Prairie,Calgary,4,1688.54
860,Economy,Jan,Grande Prairie,Edmonton,8,2941.9400000000005
861,Economy,Jan,Grande Prairie,Montreal,2,578.81
862,Economy,Jan,Grande Prairie,Ottawa,3,1698.4499999999996
863,Economy,Jan,Grande Prairie,Penticton,1,406.8
864,Economy,Jan,Grande Prairie,Regina,8,2869.26
865,Economy,Jan,Grande Prairie,Saskatoon,2,660.9100000000002
866,Economy,Jan,Grande Prairie,Vancouver,1,296.36
867,Economy,Jan,Grande Prairie,Winnipeg,1,253.18
868,Economy,Jan,Grande Prairie,Yellowknife,2,899.9300000000002
869,Economy,Jan,Grise Fiord,Resolute Bay,1,1270.5
870,Economy,Jan,Halifax,Abbotsford,8,2097.9300000000007
871,Economy,Jan,Halifax,Calgary,27,15763.65
872,Economy,Jan,Halifax,Charlottetown,8,5101.98
873,Economy,Jan,Halifax,Comox,5,5389.68
874,Economy,Jan,Halifax,Deer Lake,14,5904.66
875,Economy,Jan,Halifax,Edmonton,21,15118.079999999998
876,Economy,Jan,Halifax,Fort Severn,1,1877.16
877,Economy,Jan,Halifax,Fredericton,16,7897.700000000002
878,Economy,Jan,Halifax,Gander,9,3751.34
879,Economy,Jan,Halifax,Goose Bay,25,12933.0
880,Economy,Jan,Halifax,Hamilton,4,1219.45
881,Economy,Jan,Halifax,Iqaluit,1,1079.64
882,Economy,Jan,Halifax,Kelowna,1,649.61
883,Economy,Jan,Halifax,London,4,2704.26
884,Economy,Jan,Halifax,Moncton,6,1783.99
885,Economy,Jan,Halifax,Montreal,182,49316.48
886,Economy,Jan,Halifax,Ottawa,546,173817.09999999998
887,Economy,Jan,Halifax,Regina,7,4388.58
888,Economy,Jan,Halifax,Saint John,3,2030.0
889,Economy,Jan,Halifax,Saskatoon,7,5651.42
890,Economy,Jan,Halifax,St John's,214,58136.06
891,Economy,Jan,Halifax,Sydney,36,8800.189999999999
892,Economy,Jan,Halifax,Thunder Bay,2,1116.1
893,Economy,Jan,Halifax,Toronto,234,86110.04999999997
894,Economy,Jan,Halifax,Vancouver,24,21262.36
895,Economy,Jan,Halifax,Victoria,166,100049.06
896,Economy,Jan,Halifax,Whitehorse,2,2499.9
897,Economy,Jan,Halifax,Winnipeg,70,36820.02
898,Economy,Jan,Halifax,Yellowknife,1,1288.06
899,Economy,Jan,Hall Beach,Yellowknife,1,2970.49
900,Economy,Jan,Hamilton,Abbotsford,3,2503.77
901,Economy,Jan,Hamilton,Charlottetown,1,428.95
902,Economy,Jan,Hamilton,Comox,1,274.73
903,Economy,Jan,Hamilton,Edmonton,2,161.95
904,Economy,Jan,Hamilton,Fredericton,2,605.6800000000002
905,Economy,Jan,Hamilton,Halifax,2,354.94
906,Economy,Jan,Hamilton,Montreal,7,2386.76
907,Economy,Jan,Hamilton,Regina,2,677.9100000000002
908,Economy,Jan,Hamilton,Vancouver,2,599.8499999999998
909,Economy,Jan,Hamilton,Winnipeg,2,109.75
