,Major Class,Month of Travel Date,From,To,Sum of Net Tickets,Sum of Total $
10067,Economy,Jul,Winnipeg,Kamloops,1,666.32
10068,Economy,Jul,Winnipeg,Kelowna,28,6753.62
10069,Economy,Jul,Winnipeg,Kingston,13,6194.839999999998
10070,Economy,Jul,Winnipeg,Little Grand Rapids,1,680.0
10071,Economy,Jul,Winnipeg,London,3,1669.42
10072,Economy,Jul,Winnipeg,Moncton,1,1816.15
10073,Economy,Jul,Winnipeg,Montreal,75,30781.110000000004
10074,Economy,Jul,Winnipeg,Nanaimo,3,1068.28
10075,Economy,Jul,Winnipeg,Nanisivik,1,730.58
10076,Economy,Jul,Winnipeg,Norway House,8,736.08
10077,Economy,Jul,Winnipeg,Ogoki,2,1099.36
10078,Economy,Jul,Winnipeg,Ottawa,238,78825.24000000003
10079,Economy,Jul,Winnipeg,Oxford House,9,2191.74
10080,Economy,Jul,Winnipeg,Pond Inlet,1,3113.97
10081,Economy,Jul,Winnipeg,Poplar Hill,1,340.0
10082,Economy,Jul,Winnipeg,Poplar River,2,680.0
10083,Economy,Jul,Winnipeg,Quebec,24,18499.39
10084,Economy,Jul,Winnipeg,Rankin Inlet,24,31584.0
10085,Economy,Jul,Winnipeg,Regina,42,10866.260000000002
10086,Economy,Jul,Winnipeg,Repulse Bay,17,16628.85
10087,Economy,Jul,Winnipeg,Saint John,1,949.84
10088,Economy,Jul,Winnipeg,Sandy Lake,11,2579.77
10089,Economy,Jul,Winnipeg,Sanikiluaq,4,1254.75
10090,Economy,Jul,Winnipeg,Saskatoon,35,10619.68
10091,Economy,Jul,Winnipeg,Shamattawa,16,522.78
10092,Economy,Jul,Winnipeg,Sioux Lookout,1,710.85
10093,Economy,Jul,Winnipeg,St John's,9,10745.65
10094,Economy,Jul,Winnipeg,St Pierre,2,1096.0700000000004
10095,Economy,Jul,Winnipeg,St Theris Point,21,3661.150000000001
10096,Economy,Jul,Winnipeg,Tadoule Lake,1,458.98
10097,Economy,Jul,Winnipeg,The Pas,9,7215.6
10098,Economy,Jul,Winnipeg,Thompson,70,22777.21
10099,Economy,Jul,Winnipeg,Thunder Bay,12,3215.4100000000008
10100,Economy,Jul,Winnipeg,Toronto,153,54221.08
10101,Economy,Jul,Winnipeg,Vancouver,78,31613.65
10102,Economy,Jul,Winnipeg,Victoria,46,11846.130000000005
10103,Economy,Jul,Winnipeg,Whitehorse,9,6569.0
10104,Economy,Jul,Winnipeg,Yellowknife,38,20021.43
10105,Economy,Jul,Wollaston Lake,La Ronge,6,2175.4700000000007
10106,Economy,Jul,Wollaston Lake,Saskatoon,10,2399.17
10107,Economy,Jul,Yellowknife,Calgary,24,7282.56
10108,Economy,Jul,Yellowknife,Cambridge Bay,4,3370.33
10109,Economy,Jul,Yellowknife,Chesterfield Inlet,1,2942.52
10110,Economy,Jul,Yellowknife,Comox,4,845.29
10111,Economy,Jul,Yellowknife,Deline,4,5077.68
10112,Economy,Jul,Yellowknife,Edmonton,84,16733.100000000006
10113,Economy,Jul,Yellowknife,Fort Simpson,5,3763.53
10114,Economy,Jul,Yellowknife,Fredericton,5,3541.5
10115,Economy,Jul,Yellowknife,Ft Smith,3,2566.73
10116,Economy,Jul,Yellowknife,Gjoa Haven,4,2438.0
10117,Economy,Jul,Yellowknife,Halifax,4,2203.07
10118,Economy,Jul,Yellowknife,Hay River,8,5457.03
10119,Economy,Jul,Yellowknife,Inuvik,51,33459.29
10120,Economy,Jul,Yellowknife,Iqaluit,16,22535.97
10121,Economy,Jul,Yellowknife,Kamloops,1,515.81
10122,Economy,Jul,Yellowknife,Kelowna,2,937.75
10123,Economy,Jul,Yellowknife,Kugluktuk Coppermine,1,890.27
10124,Economy,Jul,Yellowknife,Montreal,1,1756.1899999999996
10125,Economy,Jul,Yellowknife,Nanaimo,2,684.0799999999998
10126,Economy,Jul,Yellowknife,Norman Wells,9,5964.54
10127,Economy,Jul,Yellowknife,Ottawa,34,27787.53
10128,Economy,Jul,Yellowknife,Quebec,2,2160.1
10129,Economy,Jul,Yellowknife,Rankin Inlet,5,4480.89
10130,Economy,Jul,Yellowknife,Regina,8,3091.53
10131,Economy,Jul,Yellowknife,Taloyoak,15,7457.01
10132,Economy,Jul,Yellowknife,Toronto,15,9672.7
10133,Economy,Jul,Yellowknife,Tulita,4,4233.15
10134,Economy,Jul,Yellowknife,Vancouver,9,5451.74
10135,Economy,Jul,Yellowknife,Victoria,16,11333.44
10136,Economy,Jul,Yellowknife,Wha Ti,1,473.99
10137,Economy,Jul,Yellowknife,Whitehorse,3,1124.23
10138,Economy,Jul,Yellowknife,Winnipeg,22,9421.6
10139,Economy,Aug,Abbotsford,Brandon,3,1804.09
10140,Economy,Aug,Abbotsford,Calgary,6,3512.34
10141,Economy,Aug,Abbotsford,Edmonton,9,2751.24
10142,Economy,Aug,Abbotsford,Halifax,5,5812.12
10143,Economy,Aug,Abbotsford,Moncton,1,527.69
10144,Economy,Aug,Abbotsford,Montreal,2,1496.62
10145,Economy,Aug,Abbotsford,Ottawa,5,4680.56
10146,Economy,Aug,Abbotsford,Regina,12,4469.77
10147,Economy,Aug,Abbotsford,Sydney,1,549.19
10148,Economy,Aug,Abbotsford,Toronto,11,6346.99
10149,Economy,Aug,Abbotsford,Victoria,1,270.47
10150,Economy,Aug,Abbotsford,Windsor,1,304.73
10151,Economy,Aug,Abbotsford,Winnipeg,7,3726.93
10152,Economy,Aug,Abbotsford,Yellowknife,3,1487.24
10153,Economy,Aug,Aklavik,Inuvik,1,122.69
10154,Economy,Aug,Anahim Lake,Vancouver,1,319.31
10155,Economy,Aug,Arctic Bay,Ottawa,1,2778.43
10156,Economy,Aug,Arviat,Rankin Inlet,4,1965.6
10157,Economy,Aug,Aupaluk,Quebec,1,2697.6
10158,Economy,Aug,Bagotville,Abbotsford,1,906.6
10159,Economy,Aug,Bagotville,Edmonton,7,3592.86
10160,Economy,Aug,Bagotville,Halifax,5,4649.71
10161,Economy,Aug,Bagotville,Kamloops,3,1916.41
10162,Economy,Aug,Bagotville,London,2,551.5899999999998
10163,Economy,Aug,Bagotville,Montreal,7,6056.54
10164,Economy,Aug,Bagotville,Ottawa,9,3248.63
10165,Economy,Aug,Bagotville,Regina,1,1741.46
10166,Economy,Aug,Bagotville,Sept Iles,1,1771.82
10167,Economy,Aug,Bagotville,Toronto,18,9069.2
10168,Economy,Aug,Bagotville,Vancouver,5,5319.01
10169,Economy,Aug,Bagotville,Victoria,4,5832.1
10170,Economy,Aug,Bagotville,Windsor,1,1743.68
10171,Economy,Aug,Bagotville,Winnipeg,3,7356.959999999999
10172,Economy,Aug,Baie Comeau,Montreal,2,2315.44
10173,Economy,Aug,Baker Lake,Winnipeg,2,1591.8
10174,Economy,Aug,Bathurst,Montreal,5,1304.1799999999996
10175,Economy,Aug,Bathurst,Ottawa,1,804.78
10176,Economy,Aug,Bathurst,St John's,1,913.52
10177,Economy,Aug,Bearskin Lake,Deer Lake,1,884.79
10178,Economy,Aug,Bearskin Lake,Sioux Lookout,1,638.45
10179,Economy,Aug,Bella Bella,Port Hardy,1,201.71
10180,Economy,Aug,Bella Bella,Vancouver,2,399.11
10181,Economy,Aug,Bella Coola,Vancouver,7,3745.89
10182,Economy,Aug,Big Trout Lake,Sioux Lookout,1,210.0
10183,Economy,Aug,Big Trout Lake,Thunder Bay,3,2996.76
10184,Economy,Aug,Blanc Sablon,Goose Bay,2,2132.95
10185,Economy,Aug,Blanc Sablon,Montreal,1,1331.79
10186,Economy,Aug,Blanc Sablon,Nain,1,1707.15
10187,Economy,Aug,Blanc Sablon,Quebec,1,1593.25
10188,Economy,Aug,Blanc Sablon,Sept Iles,2,2753.07
10189,Economy,Aug,Blanc Sablon,Wabush,1,1754.8
10190,Economy,Aug,Brandon,Calgary,3,1426.32
10191,Economy,Aug,Brandon,Comox,4,435.34
10192,Economy,Aug,Brandon,Edmonton,13,5840.659999999999
10193,Economy,Aug,Brandon,Kelowna,1,477.91
10194,Economy,Aug,Brandon,Vancouver,1,970.21
10195,Economy,Aug,Calgary,Abbotsford,4,2534.0
10196,Economy,Aug,Calgary,Bagotville,2,1563.51
10197,Economy,Aug,Calgary,Brandon,2,1264.58
10198,Economy,Aug,Calgary,Castlegar,2,601.07
10199,Economy,Aug,Calgary,Charlottetown,2,1118.1
10200,Economy,Aug,Calgary,Comox,25,7015.430000000001
10201,Economy,Aug,Calgary,Deer Lake,1,405.01
10202,Economy,Aug,Calgary,Edmonton,24,6437.539999999999
10203,Economy,Aug,Calgary,Fredericton,6,2148.39
10204,Economy,Aug,Calgary,Ft McMurray,5,2338.73
10205,Economy,Aug,Calgary,Ft St John,4,876.53
10206,Economy,Aug,Calgary,Gander,2,1742.2400000000002
10207,Economy,Aug,Calgary,Grande Prairie,17,4785.980000000001
10208,Economy,Aug,Calgary,Halifax,11,8354.369999999999
10209,Economy,Aug,Calgary,Hamilton,1,1721.36
10210,Economy,Aug,Calgary,High Level,1,992.38
10211,Economy,Aug,Calgary,Kamloops,3,1034.3
10212,Economy,Aug,Calgary,Kelowna,3,255.3
10213,Economy,Aug,Calgary,Kingston,9,6606.92
10214,Economy,Aug,Calgary,Kitchener,3,1707.6999999999996
10215,Economy,Aug,Calgary,Lethbridge,5,1341.53
10216,Economy,Aug,Calgary,Moncton,3,2692.48
10217,Economy,Aug,Calgary,Montreal,48,22156.209999999995
10218,Economy,Aug,Calgary,Ottawa,77,52281.10000000001
10219,Economy,Aug,Calgary,Quebec,5,1966.23
10220,Economy,Aug,Calgary,Regina,28,8400.65
10221,Economy,Aug,Calgary,Sandspit,1,540.83
10222,Economy,Aug,Calgary,Saskatoon,13,3385.77
10223,Economy,Aug,Calgary,St John's,10,9907.57
10224,Economy,Aug,Calgary,Sydney,1,1527.53
10225,Economy,Aug,Calgary,Thunder Bay,3,1166.33
10226,Economy,Aug,Calgary,Toronto,42,24406.63
10227,Economy,Aug,Calgary,Vancouver,63,20049.430000000004
10228,Economy,Aug,Calgary,Victoria,15,6056.539999999999
10229,Economy,Aug,Calgary,Whitehorse,3,1662.5
10230,Economy,Aug,Calgary,Windsor,2,1661.98
10231,Economy,Aug,Calgary,Winnipeg,55,15371.88
10232,Economy,Aug,Calgary,Yellowknife,16,8618.750000000002
10233,Economy,Aug,Cambridge Bay,Calgary,1,749.83
10234,Economy,Aug,Cambridge Bay,Edmonton,7,6692.33
10235,Economy,Aug,Cambridge Bay,Taloyoak,1,1096.2
10236,Economy,Aug,Cambridge Bay,Toronto,1,2965.54
10237,Economy,Aug,Cambridge Bay,Winnipeg,1,906.34
10238,Economy,Aug,Cambridge Bay,Yellowknife,7,4836.06
10239,Economy,Aug,Campbell River,Bella Bella,1,528.63
10240,Economy,Aug,Campbell River,Edmonton,1,1186.76
10241,Economy,Aug,Campbell River,Kelowna,3,280.22
10242,Economy,Aug,Campbell River,Sandspit,1,629.08
10243,Economy,Aug,Campbell River,Vancouver,6,1303.86
10244,Economy,Aug,Cape Dorset,Ottawa,2,901.24
10245,Economy,Aug,Cape Dorset,Yellowknife,2,2437.31
10246,Economy,Aug,Castlegar,Edmonton,1,657.56
10247,Economy,Aug,Castlegar,Ottawa,1,722.4
10248,Economy,Aug,Castlegar,Vancouver,7,1981.67
10249,Economy,Aug,Charlottetown,Calgary,1,2065.45
10250,Economy,Aug,Charlottetown,Deer Lake,1,919.83
10251,Economy,Aug,Charlottetown,Edmonton,1,655.27
10252,Economy,Aug,Charlottetown,Goose Bay,6,6894.3
10253,Economy,Aug,Charlottetown,Halifax,2,1229.63
10254,Economy,Aug,Charlottetown,London,1,448.02
10255,Economy,Aug,Charlottetown,Montreal,5,3351.55
10256,Economy,Aug,Charlottetown,Ottawa,41,27354.620000000006
10257,Economy,Aug,Charlottetown,Sarnia,1,1189.54
10258,Economy,Aug,Charlottetown,Saskatoon,1,1316.49
10259,Economy,Aug,Charlottetown,St John's,6,3940.66
10260,Economy,Aug,Charlottetown,Toronto,37,20317.2
10261,Economy,Aug,Charlottetown,Vancouver,4,2929.54
10262,Economy,Aug,Charlottetown,Winnipeg,10,11861.29
10263,Economy,Aug,Chevery,Natashquan,2,1723.54
10264,Economy,Aug,Chibougamau,Ottawa,1,775.07
10265,Economy,Aug,Churchill,Thompson,2,638.4
10266,Economy,Aug,Churchill,Winnipeg,16,10068.45
10267,Economy,Aug,Churchill Falls,Goose Bay,1,720.19
10268,Economy,Aug,Clyde River,Iqaluit,2,579.73
10269,Economy,Aug,Clyde River,Yellowknife,1,2823.94
10270,Economy,Aug,Comox,Bagotville,2,1989.67
10271,Economy,Aug,Comox,Bella Bella,1,937.99
10272,Economy,Aug,Comox,Calgary,4,2527.19
10273,Economy,Aug,Comox,Edmonton,29,7520.89
10274,Economy,Aug,Comox,Fredericton,1,834.23
10275,Economy,Aug,Comox,Ft St John,1,477.2
10276,Economy,Aug,Comox,Gander,1,2152.79
10277,Economy,Aug,Comox,Halifax,22,20984.5
10278,Economy,Aug,Comox,Kelowna,1,302.53
10279,Economy,Aug,Comox,Kingston,2,1684.39
10280,Economy,Aug,Comox,Montreal,8,3648.02
10281,Economy,Aug,Comox,Ottawa,5,3730.42
10282,Economy,Aug,Comox,Penticton,2,514.76
10283,Economy,Aug,Comox,Prince George,1,595.59
10284,Economy,Aug,Comox,Prince Rupert,2,1093.36
10285,Economy,Aug,Comox,Regina,10,1876.5
10286,Economy,Aug,Comox,Saskatoon,4,1291.36
10287,Economy,Aug,Comox,St John's,1,627.21
10288,Economy,Aug,Comox,Sydney,1,539.48
10289,Economy,Aug,Comox,Toronto,36,19967.140000000007
10290,Economy,Aug,Comox,Vancouver,25,3423.27
10291,Economy,Aug,Comox,Whitehorse,1,811.41
10292,Economy,Aug,Comox,Williams Lake,2,781.78
10293,Economy,Aug,Comox,Winnipeg,6,5228.9000000000015
10294,Economy,Aug,Comox,Yellowknife,1,571.27
10295,Economy,Aug,Coral Harbour,Repulse Bay,1,1094.1
10296,Economy,Aug,Coral Harbour,Winnipeg,2,2837.1
10297,Economy,Aug,Cranbrook,Kelowna,2,617.06
10298,Economy,Aug,Cranbrook,Montreal,1,1916.7
10299,Economy,Aug,Cranbrook,Vancouver,8,3863.14
10300,Economy,Aug,Cranbrook,Victoria,1,295.89
10301,Economy,Aug,Cross Lake,Winnipeg,2,294.07
10302,Economy,Aug,Dawson City,Vancouver,5,3746.96
10303,Economy,Aug,Dawson Creek,Vancouver,1,349.78
10304,Economy,Aug,Deer Lake,Fredericton,9,3184.6
10305,Economy,Aug,Deer Lake,Goose Bay,42,18847.61
10306,Economy,Aug,Deer Lake,Halifax,14,4938.08
10307,Economy,Aug,Deer Lake,Hopedale,1,1589.57
10308,Economy,Aug,Deer Lake,Iqaluit,2,2029.8
10309,Economy,Aug,Deer Lake,Miners Bay,1,392.81
10310,Economy,Aug,Deer Lake,Natuashish,1,856.89
10311,Economy,Aug,Deer Lake,Ottawa,1,490.77
10312,Economy,Aug,Deer Lake,St John's,15,6646.41
10313,Economy,Aug,Deer Lake,Thunder Bay,1,2184.29
10314,Economy,Aug,Deer Lake,Toronto,3,1356.19
10315,Economy,Aug,Deer Lake,Victoria,1,631.82
10316,Economy,Aug,Edmonton,Abbotsford,11,2876.41
10317,Economy,Aug,Edmonton,Bagotville,17,13055.18
10318,Economy,Aug,Edmonton,Brandon,12,2643.83
10319,Economy,Aug,Edmonton,Calgary,29,5553.89
10320,Economy,Aug,Edmonton,Cambridge Bay,24,23523.37
10321,Economy,Aug,Edmonton,Campbell River,1,291.65
10322,Economy,Aug,Edmonton,Charlottetown,4,2171.51
10323,Economy,Aug,Edmonton,Comox,26,9517.65
10324,Economy,Aug,Edmonton,Cranbrook,1,331.55
10325,Economy,Aug,Edmonton,Deer Lake,1,599.86
10326,Economy,Aug,Edmonton,Fort Nelson,2,2331.52
10327,Economy,Aug,Edmonton,Fort Simpson,8,3318.26
10328,Economy,Aug,Edmonton,Fredericton,34,25272.73
10329,Economy,Aug,Edmonton,Ft McMurray,20,7313.560000000001
10330,Economy,Aug,Edmonton,Ft Smith,4,3898.65
10331,Economy,Aug,Edmonton,Gander,1,415.41
10332,Economy,Aug,Edmonton,Grande Prairie,13,4199.59
10333,Economy,Aug,Edmonton,Halifax,27,22306.11
10334,Economy,Aug,Edmonton,Hamilton,7,5160.6
10335,Economy,Aug,Edmonton,Hay River,1,633.15
10336,Economy,Aug,Edmonton,High Level,13,9208.94
10337,Economy,Aug,Edmonton,Inuvik,39,30954.09
10338,Economy,Aug,Edmonton,Iqaluit,3,3596.9
10339,Economy,Aug,Edmonton,Kamloops,16,2904.84
10340,Economy,Aug,Edmonton,Kelowna,6,2725.78
10341,Economy,Aug,Edmonton,Kingston,23,18515.980000000003
10342,Economy,Aug,Edmonton,Kugluktuk Coppermine,1,1324.18
10343,Economy,Aug,Edmonton,Lethbridge,3,748.12
10344,Economy,Aug,Edmonton,Medicine Hat,3,1025.45
10345,Economy,Aug,Edmonton,Montreal,70,30790.84
10346,Economy,Aug,Edmonton,Nanaimo,4,1362.8
10347,Economy,Aug,Edmonton,Norman Wells,3,1348.37
10348,Economy,Aug,Edmonton,Ottawa,179,105160.72999999998
10349,Economy,Aug,Edmonton,Peace River,1,1014.3
10350,Economy,Aug,Edmonton,Pelly Bay,3,7362.1
10351,Economy,Aug,Edmonton,Penticton,2,285.2
10352,Economy,Aug,Edmonton,Prince George,1,243.73
10353,Economy,Aug,Edmonton,Quebec,8,5368.88
10354,Economy,Aug,Edmonton,Rankin Inlet,4,6834.59
10355,Economy,Aug,Edmonton,Regina,61,16113.079999999998
10356,Economy,Aug,Edmonton,Saskatoon,37,7323.14
10357,Economy,Aug,Edmonton,St John's,8,8874.630000000001
10358,Economy,Aug,Edmonton,Sydney,2,1411.6999999999996
10359,Economy,Aug,Edmonton,Terrace,2,1092.9
10360,Economy,Aug,Edmonton,Thunder Bay,2,494.8
10361,Economy,Aug,Edmonton,Toronto,120,56182.76999999998
10362,Economy,Aug,Edmonton,Vancouver,72,20094.4
10363,Economy,Aug,Edmonton,Victoria,36,12654.489999999998
10364,Economy,Aug,Edmonton,Whitehorse,14,9482.81
10365,Economy,Aug,Edmonton,Windsor,1,524.77
10366,Economy,Aug,Edmonton,Winnipeg,128,33578.77
10367,Economy,Aug,Edmonton,Yellowknife,81,21228.570000000007
10368,Economy,Aug,Flin Flon,Winnipeg,7,3181.5
10369,Economy,Aug,Fond Du Lac,Saskatoon,1,1517.68
10370,Economy,Aug,Fort Frances,Thunder Bay,3,2012.53
10371,Economy,Aug,Fort Good Hope,Yellowknife,1,1021.09
10372,Economy,Aug,Fort Hope,Thunder Bay,1,250.0
10373,Economy,Aug,Fort Nelson,Vancouver,4,1388.49
10374,Economy,Aug,Fort Severn,Thunder Bay,2,2809.1800000000007
10375,Economy,Aug,Fort Simpson,Edmonton,1,728.3
10376,Economy,Aug,Fort Simpson,Yellowknife,1,1234.8
10377,Economy,Aug,Fredericton,Abbotsford,1,1110.5
10378,Economy,Aug,Fredericton,Calgary,12,9669.61
10379,Economy,Aug,Fredericton,Comox,3,2460.09
10380,Economy,Aug,Fredericton,Deer Lake,14,3948.74
10381,Economy,Aug,Fredericton,Edmonton,21,14105.499999999995
10382,Economy,Aug,Fredericton,Ft McMurray,1,864.87
10383,Economy,Aug,Fredericton,Gander,4,2359.09
10384,Economy,Aug,Fredericton,Goose Bay,17,6686.1399999999985
10385,Economy,Aug,Fredericton,Grande Prairie,1,971.05
10386,Economy,Aug,Fredericton,Halifax,7,3079.09
10387,Economy,Aug,Fredericton,Kamloops,1,797.88
10388,Economy,Aug,Fredericton,Kelowna,2,1063.03
10389,Economy,Aug,Fredericton,London,9,2672.4
10390,Economy,Aug,Fredericton,Montreal,21,6286.05
10391,Economy,Aug,Fredericton,Ottawa,49,24891.36
10392,Economy,Aug,Fredericton,Regina,3,1566.1999999999996
10393,Economy,Aug,Fredericton,Rouyn Noranda,3,398.45
10394,Economy,Aug,Fredericton,Saskatoon,2,1525.62
10395,Economy,Aug,Fredericton,St John's,51,20333.300000000007
10396,Economy,Aug,Fredericton,Sudbury,4,915.15
10397,Economy,Aug,Fredericton,Sydney,4,941.13
10398,Economy,Aug,Fredericton,Toronto,135,49065.18999999999
10399,Economy,Aug,Fredericton,Val D Or,1,361.56
10400,Economy,Aug,Fredericton,Vancouver,8,4636.0
10401,Economy,Aug,Fredericton,Victoria,3,2451.9
10402,Economy,Aug,Fredericton,Wabush,4,1520.58
10403,Economy,Aug,Fredericton,Windsor,1,405.78
10404,Economy,Aug,Fredericton,Winnipeg,29,12694.179999999997
10405,Economy,Aug,Fredericton,Yellowknife,6,2333.77
10406,Economy,Aug,Ft McMurray,Calgary,4,1541.11
10407,Economy,Aug,Ft McMurray,Edmonton,9,3051.58
10408,Economy,Aug,Ft McMurray,Grande Prairie,1,526.35
10409,Economy,Aug,Ft McMurray,Lethbridge,1,619.64
10410,Economy,Aug,Ft McMurray,Montreal,1,830.22
10411,Economy,Aug,Ft McMurray,Peace River,3,520.0
10412,Economy,Aug,Ft McMurray,Regina,6,3205.52
10413,Economy,Aug,Ft McMurray,St John's,4,3448.73
10414,Economy,Aug,Ft McMurray,Toronto,4,1545.6
10415,Economy,Aug,Ft McMurray,Vancouver,4,353.06
10416,Economy,Aug,Ft McMurray,Yellowknife,2,399.38
10417,Economy,Aug,Ft Smith,Edmonton,1,988.05
10418,Economy,Aug,Ft St John,Calgary,3,594.52
10419,Economy,Aug,Ft St John,Edmonton,1,246.88
10420,Economy,Aug,Ft St John,Montreal,2,962.12
10421,Economy,Aug,Ft St John,Nanaimo,1,952.57
10422,Economy,Aug,Ft St John,Ottawa,1,1159.61
10423,Economy,Aug,Ft St John,Regina,1,390.44
10424,Economy,Aug,Ft St John,Vancouver,12,4315.65
10425,Economy,Aug,Ft St John,Victoria,1,518.0
10426,Economy,Aug,Ft St John,Winnipeg,3,974.89
10427,Economy,Aug,Gander,Calgary,6,6885.4
10428,Economy,Aug,Gander,Fredericton,2,2164.23
10429,Economy,Aug,Gander,Goose Bay,12,7477.74
10430,Economy,Aug,Gander,Halifax,30,11228.489999999998
10431,Economy,Aug,Gander,Montreal,1,424.67
10432,Economy,Aug,Gander,Ottawa,6,4257.27
10433,Economy,Aug,Gander,St John's,1,460.14
10434,Economy,Aug,Gander,Toronto,3,2034.68
10435,Economy,Aug,Ganges Harbor,Vancouver,3,356.15
10436,Economy,Aug,GARDEN HILL,Winnipeg,2,1011.39
10437,Economy,Aug,Gaspe,Iles De Madeleine,4,2167.2200000000007
10438,Economy,Aug,Gaspe,Montreal,1,525.71
10439,Economy,Aug,Gaspe,Ottawa,1,1175.94
10440,Economy,Aug,Gaspe,Quebec,1,937.24
10441,Economy,Aug,Gaspe,Toronto,1,521.34
10442,Economy,Aug,Gillam,Calgary,1,1830.15
10443,Economy,Aug,Gillam,Winnipeg,5,3730.78
10444,Economy,Aug,Gjoa Haven,Yellowknife,2,1550.99
10445,Economy,Aug,Gods Narrows,Winnipeg,2,650.4200000000002
10446,Economy,Aug,Goose Bay,Comox,1,825.21
10447,Economy,Aug,Goose Bay,Deer Lake,22,8964.62
10448,Economy,Aug,Goose Bay,Edmonton,10,4962.76
10449,Economy,Aug,Goose Bay,Gander,11,4803.21
10450,Economy,Aug,Goose Bay,Halifax,85,35614.079999999994
10451,Economy,Aug,Goose Bay,Hopedale,4,1153.44
10452,Economy,Aug,Goose Bay,Kamloops,1,738.09
10453,Economy,Aug,Goose Bay,Montreal,3,3042.640000000001
10454,Economy,Aug,Goose Bay,Nain,3,1980.3
10455,Economy,Aug,Goose Bay,Natuashish,2,1381.14
10456,Economy,Aug,Goose Bay,Ottawa,6,3571.87
10457,Economy,Aug,Goose Bay,Regina,1,878.84
10458,Economy,Aug,Goose Bay,Rigolet,3,1105.15
10459,Economy,Aug,Goose Bay,Saskatoon,2,1823.54
10460,Economy,Aug,Goose Bay,St Anthony,1,359.33
10461,Economy,Aug,Goose Bay,St John's,83,30783.33
10462,Economy,Aug,Goose Bay,Toronto,5,3773.35
10463,Economy,Aug,Goose Bay,Wabush,1,713.4
10464,Economy,Aug,Goose Bay,Winnipeg,3,2622.89
10465,Economy,Aug,Grande Prairie,Calgary,4,1138.38
10466,Economy,Aug,Grande Prairie,Edmonton,3,538.73
10467,Economy,Aug,Grande Prairie,Kelowna,1,573.13
10468,Economy,Aug,Grande Prairie,Montreal,4,2468.88
10469,Economy,Aug,Grande Prairie,Nanaimo,1,770.9399999999998
10470,Economy,Aug,Grande Prairie,Regina,6,2553.36
10471,Economy,Aug,Grande Prairie,Saskatoon,2,440.32
10472,Economy,Aug,Grande Prairie,Victoria,1,269.79
10473,Economy,Aug,Grande Prairie,Winnipeg,5,1675.69
10474,Economy,Aug,Vancouver,Deer Lake,1,730.0
10475,Economy,Aug,Halifax,Calgary,36,22449.81
10476,Economy,Aug,Halifax,Charlottetown,5,3036.28
10477,Economy,Aug,Halifax,Comox,9,6200.07
10478,Economy,Aug,Halifax,Cranbrook,1,737.85
10479,Economy,Aug,Halifax,Deer Lake,17,4230.450000000002
10480,Economy,Aug,Halifax,Edmonton,24,23609.450000000008
10481,Economy,Aug,Halifax,Fredericton,2,86.25
10482,Economy,Aug,Halifax,Gander,18,5891.0
10483,Economy,Aug,Halifax,Goose Bay,63,33555.740000000005
10484,Economy,Aug,Halifax,Hamilton,2,420.59
10485,Economy,Aug,Halifax,Inuvik,1,919.83
10486,Economy,Aug,Halifax,Iqaluit,1,1106.27
10487,Economy,Aug,Halifax,Kamloops,1,838.18
10488,Economy,Aug,Halifax,Kelowna,1,1387.3200000000004
10489,Economy,Aug,Halifax,London,11,5153.959999999999
10490,Economy,Aug,Halifax,Moncton,2,1046.6
10491,Economy,Aug,Halifax,Montreal,94,36424.45
10492,Economy,Aug,Halifax,Nanaimo,3,2974.07
10493,Economy,Aug,Halifax,Ottawa,227,87885.16999999997
10494,Economy,Aug,Halifax,Pond Inlet,2,2266.17
10495,Economy,Aug,Halifax,Regina,9,5732.56
10496,Economy,Aug,Halifax,Saint John,6,3694.64
10497,Economy,Aug,Halifax,Saskatoon,2,1920.42
10498,Economy,Aug,Halifax,St John's,144,39943.83
10499,Economy,Aug,Halifax,Stephenville,2,308.0900000000001
10500,Economy,Aug,Halifax,Sudbury,1,428.18
10501,Economy,Aug,Halifax,Sydney,12,3773.45
10502,Economy,Aug,Halifax,Thunder Bay,3,2588.28
10503,Economy,Aug,Halifax,Toronto,191,82426.95
10504,Economy,Aug,Halifax,Vancouver,16,13953.62
10505,Economy,Aug,Halifax,Victoria,83,73916.46999999997
10506,Economy,Aug,Halifax,Wabush,6,2925.4
10507,Economy,Aug,Halifax,Whitehorse,1,2113.44
10508,Economy,Aug,Halifax,Windsor,6,2281.55
10509,Economy,Aug,Halifax,Winnipeg,36,26975.66
10510,Economy,Aug,Halifax,Yellowknife,9,3932.79
10511,Economy,Aug,Hall Beach,Iqaluit,4,3000.2300000000005
10512,Economy,Aug,Hall Beach,Ottawa,2,2662.02
10513,Economy,Aug,Hamilton,Abbotsford,2,1371.86
10514,Economy,Aug,Hamilton,Calgary,2,1766.68
10515,Economy,Aug,Hamilton,Edmonton,3,2688.51
10516,Economy,Aug,Hamilton,Halifax,12,2704.26
10517,Economy,Aug,Hamilton,Moncton,1,410.37
10518,Economy,Aug,Hamilton,Montreal,2,411.6
10519,Economy,Aug,Hamilton,Regina,2,526.92
10520,Economy,Aug,Hamilton,Vancouver,1,790.15
10521,Economy,Aug,Hamilton,Winnipeg,2,1036.49
10522,Economy,Aug,Hay River,Edmonton,5,3377.98
10523,Economy,Aug,Hay River,Iqaluit,1,2492.54
10524,Economy,Aug,Hay River,Kugluktuk Coppermine,1,1492.97
